ID,Description,Entry_ID,Comment
SN003169,swear,LX001487,
SN003170,oath,LX001488,
SN003171,wall,LX001489,around the whole house
SN003172,conjure; exorcice,LX001490,
SN003173,question,LX001491,
SN003174,one who asks,LX001492,
SN003175,question; point of dispute,LX001493,
SN003176,ask; visit,LX001494,
SN003177,visit,LX001494,
SN003178,ask for oneself; ask for,LX001495,
SN003179,cause to ask,LX001496,
SN003180,question,LX001497,
SN003181,worship,LX001498,
SN003182,make a vow,LX001498,
SN003183,rain,LX001499,
SN003184,being far away,LX001500,
SN003185,be far away,LX001501,
SN003186,distant,LX001502,
SN003187,far away,LX001503,
SN003188,lack; be insufficient,LX001504,
SN003189,lack; want; shortage,LX001505,
SN003190,sick person,LX001506,
SN003191,patients; sick people,LX001507,
SN003192,be ill,LX001508,
SN003193,cause to be nursed,LX001509,
SN003194,illness,LX001510,
SN003195,one hundred,LX001511,
SN003196,patient,LX001512,
SN003197,illness,LX001513,
SN003198,sorrow,LX001514,
SN003199,writing,LX001515,
SN003200,push,LX001516,
SN003202,think carefully about; study; contemplate,LX001518,
SN003203,be pushed,LX001519,
SN003204,push,LX001520,
SN003205,push for oneself,LX001521,
SN003206,place at the northern border of Sidaama,LX001522,
SN003207,yearn; thread,LX001523,
SN003208,hit with palm; embrace from behind; fornicate,LX001524,
SN003209,waasa-pot,LX001525,
SN003210,heat butter strongly,LX001526,to get away the bad smell
SN003211,burnt offering; odour,LX001527,
SN003212,burn a sacrifice,LX001528,
SN003213,pick up,LX001529,
SN003214,gather for oneself,LX001530,
SN003215,foundation of the heellicco (q.v.); foundation; beginning; old times,LX001531,
SN003216,be founded,LX001532,
SN003217,found (v),LX001533,
SN003218,think out,LX001534,
SN003219,found for oneself,LX001534,
SN003220,be ill,LX001535,
SN003221,cause illness,LX001536,
SN003222,cause to be ill,LX001537,
SN003223,be troubled; be dissatisfied; feel deep sorrow,LX001538,SAED
SN003224,illness,LX001539,
SN003225,blow out; extinguish,LX001540,
SN003226,porcupine,LX001541,
SN003227,abuse; curse,LX001542,
SN003228,flee,LX001543,
SN003229,cake of cereal,LX001544,like furno
SN003230,pour out,LX001545,
SN003231,pour libation,LX001546,honey-wine
SN003232,pour libation for one´s dead ancestor,LX001547,
SN003233,flicker out (fire); be used up (water),LX001548,
SN003234,have wounds,LX001549,
SN003235,wound,LX001550,
SN003236,door opening,LX001551,
SN003237,door opening,LX001552,
SN003238,beautiful,LX001553,
SN003239,well; good,LX001554,
SN003240,understand,LX001555,
SN003241,circumsized boy,LX001556,
SN003242,"dirt (on clothes, body); rubbish; waste",LX001557,
SN003243,be dirty; become dirty,LX001558,
SN003244,shief,LX001559,
SN003245,sweep off (e.g. coffee from cluster); draw (weapon); push away; blow one's nose,LX001560,
SN003246,fibres of ensete,LX001561,used as rope in house construction
SN003247,spread in small groups,LX001562,
SN003248,"lots of small objects like scattered waasa, butter",LX001563,
SN003249,place maize near the flame; scold angrily,LX001564,
SN003250,milk for oneself,LX001565,
SN003251,milk,LX001566,
SN003252,be beautiful,LX001567,
SN003253,spit,LX001568,
SN003254,water; river; sea,wa,
SN003255,bar (plural),waabanna,
SN003256,lock,waabansi,
SN003257,lock; crossbar,LX001569,Piece of wood with which the door is blocked
SN003258,suffer; work hard,waadami,
SN003259,trouble (tr); inflict suffering,waadi,
SN003260,fear,LX001570,
SN003261,fear,LX001571,
SN003262,be white,LX001572,
SN003263,frighten,LX001573,
SN003264,white,LX001574,
SN003265,price,waaga,
SN003266,free; without value,waagibeelo,
SN003267,gate,LX001575,
SN003268,be buried,waamami,
SN003269,bury,waami,
SN003270,tomb,waamma,
SN003271,main; most important,waanna,
SN003272,leader,LX001576,
SN003273,food made from the inner layers of the ensete (false banana) tree,waasa,
SN003274,ensete pulp,waasa,
SN003275,guarantee,waase,
SN003276,deposit security,LX001577,
SN003277,acacia,LX001578,
SN003278,bind into a yoke,LX001579,
SN003279,tie around neck from yoke,LX001580,
SN003280,pair of oxen,LX001580,
SN003281,bury a relative,LX001581,
SN003282,1. period of luba,wabaasa,
SN003283,water,LX001582,
SN003285,water-hole,LX001583,
SN003286,bank of river; coast,waillaso,
SN003287,grapes,waine,
SN003288,from,LX001584,
SN003289,time,waro_1,
SN003290,when,waro_2,
SN003291,shine,warri_yi,
SN003292,soup,LX001585,
SN003293,like: of course!,we,
SN003294,people aged 20-50,wedella,
SN003295,become a mature man,wedellisi,
SN003296,young boy,LX001586,
SN003297,youth; age of maturity,LX001587,
SN003298,young girl,wedellitte,
SN003299,youngsters,wedelloota,
SN003300,parttaker in song of praise or in inauguration song for new house,LX001588,
SN003301,"parttakers of song of praise, as at inauguration of new house",weeddaasine,
SN003302,song of praise or gratitude; song at the inauguration of a new house,weeddo,
SN003303,ensete palms,weese,
SN003304,ensete palm,LX001589,
SN003305,baboon,LX001590,
SN003306,digging-tool,LX001591,in the form of a sharpened pole
SN003307,beyond; from the side of smth,widiidi,
SN003308,from a particular side,widinni,
SN003309,to the opposite side,widira,
SN003310,group,wido,
SN003311,side,wido,
SN003312,at a side; through; by means of,widonni,
SN003313,king of hyena,LX001592,
SN003314,by,wiinni,
SN003315,plough; make holes for plants with hand tools,wiisi,
SN003316,from,LX001593,
SN003317,smoke,wiliile,
SN003318,smoke,wiliili,
SN003319,lamb of goat or sheep,LX001594,
SN003320,from,winni,
SN003321,conceal,wiri,
SN003322,disappear,wirri_yi,
SN003323,conceal,LX001595,
SN003324,from,LX001596,
SN003325,liquid coming out when ensete leaf is scratched,LX001597,
SN003326,seed,LX001597,
SN003327,sow,LX001598,
SN003328,push,LX001598,
SN003329,sow,LX001599,in own interest
SN003330,cry,LX001600,"of pain, sorrow etc."
SN003331,throw grain to the wind,wobaansi,
SN003332,wind,LX001601,suitable for cleaning cereals
SN003333,shovel with which grain is thrown to the wind,LX001602,
SN003334,whip,LX001603,
SN003335,skin cloth from top and down,wodaare,
SN003336,be bought; be redeemed,wodami,
SN003337,heart,wodana,
SN003338,remember,LX001604,lit.: put into the heart for oneself
SN003339,be attentive,LX001605,lit.: make heart
SN003340,be angry with oneself for some neglection,LX001606,lit.: eat one's heart
SN003341,be mad,wodanibeeli,
SN003342,mad person,wodanibeelo,
SN003343,think about; remember,LX001607,
SN003344,redeemer,LX001608,
SN003345,low; bleet,wodi,"cow, sheep, goat, donkey"
SN003346,buy back; redeem,wodi,
SN003347,return of war spoil,wodo,
SN003348,liberation,wodo,
SN003349,gun,LX001609,
SN003350,place; put; fix,LX001610,
SN003351,put,LX001610,
SN003352,store,LX001610,
SN003353,law; traditional rules,LX001611,
SN003354,be diminished,woffi_yi,
SN003355,law; tradition; culture,woga,
SN003356,hyena king,wogaamo,
SN003357,group,wogane,
SN003358,or,woi,
SN003359,proper_name,LX001612,
SN003360,time,woite_1,
SN003361,as for,woite_2,
SN003362,when,woite_3,
SN003363,as for,woite_3,
SN003365,criticize,LX001613,
SN003366,confuse,wolaasi,
SN003367,free man,LX001614,
SN003368,freedom,wolambina,
SN003369,be free,LX001615,
SN003370,give smbdy freedom,wolassi,
SN003371,other,wole,
SN003372,elsewhere,woleba,
SN003373,power,LX001616,
SN003374,compel,LX001617,
SN003375,king; king of bees; great grandfather,woma,
SN003376,queen,woma,
SN003377,money,LX001618,
SN003378,become great grandfather,womi,
SN003379,son of Habeela,womme,
SN003380,former,wona,
SN003381,trap; obstacle,wonallo,
SN003382,former,wonanku,
SN003383,central town in Sidaama,wondo,
SN003384,shield,LX001619,
SN003385,fill; fulfil,LX001620,
SN003386,guarantee,woobe,
SN003387,when,woote,
SN003388,improvement,wooyya_1,
SN003389,better,wooyya_2,
SN003390,recover from illness,LX001621,lit.: find improvement
SN003391,be better,wooyyi,
SN003392,improve,wooyyisi,
SN003393,oxen,woraamma,
SN003394,ox,woraamo,
SN003395,paper,LX001622,
SN003396,town east of the Sidaama-speaking area,LX001623,
SN003397,clever person,worba,
SN003398,be clever; be brave,worbi,
SN003399,cleverness,worbimma,
SN003400,spear,LX001624,kind of
SN003401,place; put; prepare; establish a law,wori,
SN003402,low,woriidi,
SN003403,knife,worime,
SN003404,lowland,LX001625,
SN003405,gold,LX001626,
SN003406,lower part; south,woro,
SN003407,under; lower; inferior,woronni,
SN003408,downward,wororritte,
SN003409,servant,worragana,"Person who lives in the house, throws out manure etc., gets food as payment"
SN003410,crown,LX001627,
SN003411,guests,wosina,
SN003412,be strange to,LX001628,
SN003413,guesthood,LX001629,
SN003414,be limited,wossanami,
SN003415,decide,wossani,
SN003416,invite,LX001630,
SN003417,call,LX001630,
SN003418,nets,LX001631,
SN003419,catch in net,LX001632,
SN003420,fishing net,LX001633,
SN003421,be called,LX001634,
SN003422,call; calling; invitation,LX001635,
SN003423,invitation,LX001635,
SN003424,call; invite; summon,LX001636,
SN003425,summon,LX001637,
SN003426,dog,LX001638,
SN003427,as for,wote,
SN003428,time,wote,
SN003429,when,wotenni,
SN003430,claim persistently,LX001639,
SN003431,cry; call out in distress,LX001640,
SN003432,farm; property; money,LX001641,
SN003433,money,LX001641,
SN003434,money-belt,LX001642,
SN003435,all; every,LX001643,
SN003436,full,LX001643,
SN003437,everything,LX001644,
SN003438,fill,LX001645,
SN003439,take place; be fulfilled,LX001645,
SN003440,everything,LX001646,
SN003441,everything,LX001647,
SN003442,try,LX001648,
SN003443,concern,yaaddo,
SN003444,be preoccupied; be anxious,yaadi,
SN003445,be said; be called,yaamami,
SN003446,useless person,yabaabula,person who promises without fulfilling (SAED)
SN003447,whores,yabaabula_meente,lit.: enticing women
SN003448,time,yanna,
SN003449,be at a loss,yannota_habi,lit. forget what to say
SN003450,be thin,yari,
SN003451,attend in multitude,LX001649,
SN003452,bickering; boasting,LX001650,
SN003453,boast to each other,LX001651,
SN003454,fox,yeedaala,
SN003455,rats,yemahe,
SN003456,rat; mouse,yemakko,
SN003457,Jesus,yesusa,
SN003458,say; judge,yi,
SN003459,pass judgement,yi,
SN003460,Jew,LX001652,
SN003461,boat,yobolo,
SN003462,crave for; feel envy,yogori,
SN003463,proper_name,yohannisi,
SN003464,judgement; decision,yoo_1,
SN003465,judgement,yoo_2,
SN003466,desire,yori,
SN003467,accusation,yorma,in court
SN003468,desire,yorto,
SN003469,give,LX001653,
SN003470,father,LX001654,the first person in trinity
SN003471,ancestor,LX001655,
SN003472,subdivision of the Hollo clan,LX001656,
SN003473,be given; be permitted,LX001657,
SN003474,topside,LX001658,
SN003475,on,LX001659,
SN003476,on,LX001660,
SN003477,be near,LX001661,
SN003478,put beside; put next to,LX001662,
SN003479,female evil spirit,LX001663,
SN003480,craftsmen,LX001664,despised group of workers
SN003481,Awasa; Hawassa; Hawaasa,LX001665,name of the capital of Sidaama
SN003482,skin worker,LX001666,despised group
SN003483,subdivision of the Hollo clan,LX001667,
SN003484,bring; fetch; yield,LX001668,
SN003485,begin,LX001668,
SN003486,bring for oneself,LX001669,
SN003487,send for,LX001670,
SN003488,cause to fetch for oneself,LX001671,
SN003489,"raw waasa, newly ground, not mixed with ferment",LX001672,
SN003490,uncle; mother´s brother,LX001673,
SN003491,criticize for small matters,LX001674,
SN003492,feel adversity,LX001675,
SN003493,great grandfather,LX001676,
SN003494,Abraham,LX001677,
SN003495,white hair of old people,LX001678,
SN003496,way of addressing mother´s brother,LX001679,
SN003497,uncle; father´s sister,LX001680,
SN003498,name used in addressing father´s sister,LX001681,
SN003499,Adam,LX001682,
SN003500,place near the Habaasa lake,LX001683,
SN003501,species of yellow flower,LX001684,"the so called ""cross flower"" that blossoms at the end of the rainy season"
SN003502,subdivision of the Hollo clan,LX001685,
SN003503,brown,LX001686,of cattle
SN003504,respectful name used in addressing or referring to a male adult,LX001687,
SN003505,"big, wild ox/horse/mule",LX001688,difficult to handle
SN003506,outlaw,LX001689,
SN003507,especially,LX001690,
SN003508,Addis Abeba,LX001691,
SN003509,milk,LX001692,
SN003510,plot,LX001693,
SN003511,cats,LX001694,
SN003512,he-cat,LX001695,
SN003513,she-cat,LX001696,
SN003514,small,LX001697,
SN003515,diminish,LX001698,
SN003516,reduce; cause to diminish,LX001699,
SN003517,vision; dream,LX001700,
SN003518,vision; dream,LX001701,Kind of a dream. May or may not be true. One goes to a wise´s house to get it interpreted.
SN003519,give a bad dream,LX001702,
SN003520,give a bad dream,LX001703,
SN003521,wedding,LX001704,
SN003522,be given in marriage,LX001705,
SN003523,be engaged to be married,LX001706,
SN003524,take; receive; accept; recognize; marry,LX001707,
SN003525,ask,LX001707,
SN003526,marry,LX001707,
SN003527,accept,LX001707,
SN003528,receive,LX001707,
SN003529,who,LX001708,
SN003530,who,LX001709,predicative only
SN003531,whose,LX001710,
SN003532,every,LX001711,
SN003533,always,LX001711,
SN003534,whenever it be; always,LX001712,
SN003535,whoever; no one,LX001713,resp: positive/negative sentence
SN003536,will never; have ever,LX001714,"preceded by a converb it means ""will never"" (negative); ""have ever"" (positive)"
SN003537,be able to,LX001714,
SN003538,yawn,LX001715,
SN003539,yawn,LX001716,
SN003540,clay pot,LX001717,"for cooking, water, beer"
SN003541,be known,LX001718,
SN003542,see; realize; know; experience,LX001719,
SN003543,know,LX001719,
SN003544,realize,LX001719,
SN003545,understand,LX001719,
SN003546,stupid; without understanding,LX001720,
SN003547,see for oneself; find; find out; have,LX001721,
SN003548,find,LX001721,
SN003549,interrupt one's speech; finish,LX001722,
SN003550,speak through one,LX001723,
SN003551,lawless; negligent,LX001724,
SN003552,help to find,LX001725,
SN003553,help to understand,LX001726,
SN003554,mouth; opening; language,LX001727,
SN003555,judge free with the mouth,LX001728,
SN003556,agree,LX001729,
SN003557,hit the mouth,LX001730,
SN003558,speak through one,LX001731,
SN003559,be an advocate for,LX001732,
SN003560,judge with the mouth,LX001733,
SN003561,watch oneself; take care of oneself; wait; be patient; keep,LX001734,
SN003562,wait,LX001734,
SN003563,keep,LX001734,
SN003564,moon; month,LX001735,
SN003565,month,LX001735,
SN003566,watch-man,LX001736,
SN003567,wait; keep,LX001737,commandment
SN003568,keep,LX001737,
SN003569,guard,LX001737,
SN003570,stem,LX001738,of any kind of cereal
SN003571,boast,LX001739,G: be proud; behave proudly
SN003572,drink,LX001740,
SN003573,capture; understand; plunder,LX001740,
SN003574,understand,LX001740,
SN003575,drink,LX001741,
SN003576,leave off; stop in one's own interest,LX001742,
SN003577,leave; leave alone; stop,LX001743,
SN003578,except; let alone; beside,LX001744,
SN003579,let alone; not to mention,LX001745,
SN003580,grandfather,LX001746,
SN003581,whoever,LX001747,
SN003582,mother of the family,LX001748,requires more precise description
SN003583,family,LX001749,
SN003584,threshing-place,LX001750,
SN003585,Jew,LX001751,
SN003586,kind,LX001752,
SN003587,heavy; honourable,LX001753,
SN003588,honourable,LX001753,
SN003589,be heavy; be pregnant (of cattle); be honoured; be high (of price),LX001754,
SN003590,glory,LX001755,
SN003591,honour,LX001756,
SN003592,honour (in one's own interest),LX001757,
SN003593,become a grandfather,LX001758,
SN003594,old,LX001759,
SN003595,resemblance; appearance,LX001760,
SN003596,person from Aletta,LX001761,
SN003597,persons from Aletta,LX001762,
SN003598,face,LX001763,
SN003599,before; in front of N,LX001764,
SN003600,in the face,LX001765,
SN003601,do first,LX001766,
SN003602,before; ago; in front of,LX001767,
SN003603,first; former,LX001768,
SN003604,former,LX001768,
SN003605,in the past; in former times; very long ago,LX001769,
SN003606,former,LX001770,
SN003607,up front,LX001771,
SN003608,future,LX001772,
SN003609,in the future,LX001773,
SN003610,introduction; leader; best man,LX001774,
SN003611,guide; precede,LX001775,
SN003612,stuff from stinking animal,LX001776,xarrajjicco
SN003613,more; higher; above;,LX001777,
SN003614,higher,LX001777,
SN003615,upper part; highland,LX001778,upper part of Sidaama house
SN003616,highland,LX001778,
SN003617,above,LX001779,
SN003618,above,LX001780,
SN003619,superior; above,LX001781,
SN003620,above,LX001781,
SN003621,the Sidaama highland,LX001782,
SN003622,shepherds,LX001783,
SN003623,guard,LX001784,cattle
SN003624,mother,LX001785,
SN003625,advise,LX001786,
SN003626,consult each other,LX001787,
SN003627,advice; counsel,LX001788,
SN003628,mystery,LX001788,
SN003629,in secret,LX001789,
SN003630,consult,LX001790,
SN003631,Amhara,LX001791,
SN003632,attack,LX001792,
SN003633,touch; hold in one's hands; catch; grasp; begin,LX001793,
SN003634,cover with leaves,LX001793,
SN003635,catch,LX001793,
SN003636,hold in one's hands,LX001793,
SN003637,begin,LX001793,
SN003638,take,LX001793,
SN003639,cause to cover with leaves,LX001794,
SN003640,cause to touch; attach; connect; associate; cause to be taken; cause to be touched,LX001794,
SN003641,cause to catch,LX001794,
SN003642,property,LX001795,
SN003643,touch,LX001796,
SN003644,rudeness,LX001797,
SN003645,person who disregards social conventions,LX001798,
SN003646,spears,LX001799,
SN003647,cover with leaves,LX001800,
SN003648,take for oneself,LX001800,
SN003649,hyena,LX001801,
SN003650,name of a man,LX001802,
SN003651,Amadje,LX001803,
SN003652,religion; Christianity,LX001804,
SN003653,believer,LX001805,
SN003654,church as a group of believers,LX001805,
SN003655,believers,LX001806,
SN003656,be faithful; be trustworthy,LX001807,
SN003657,believe,LX001808,
SN003658,religion; religious people; Christians; Christianity,LX001809,
SN003659,cause to believe,LX001810,
SN003660,convince,LX001811,
SN003661,belief,LX001812,
SN003662,trust,LX001813,
SN003663,come!,LX001814,
SN003664,mothers,LX001815,
SN003665,leprosy; skin disease which eats the flesh,LX001816,
SN003666,lepers,LX001817,
SN003667,leper,LX001818,
SN003668,spit,LX001819,
SN003669,time of youth,LX001820,
SN003670,childhood,LX001820,
SN003671,spit,LX001821,
SN003672,1SG.ACC/GEN,LX001822,
SN003673,1SG.ACC,LX001822,
SN003674,1SG.POSS,LX001823,
SN003675,1SG.REFL,LX001824,
SN003676,hand; pair,LX001825,
SN003677,pair,LX001825,
SN003678,-fold,LX001825,
SN003679,compensation for some service,LX001825,
SN003680,be in an awful hurry,LX001826,
SN003681,be in an awful hurry,LX001826,lit. Put hands in fireplace
SN003682,expect to receive something,LX001827,
SN003683,kill,LX001828,
SN003684,wave the hand,LX001829,e.g. as a gesture of eagerness
SN003685,suddenly,LX001830,
SN003686,win over by work,LX001831,
SN003687,finger,LX001832,
SN003688,1SG,LX001833,
SN003689,last night,LX001834,
SN003690,father; owner,LX001835,
SN003691,owner,LX001835,
SN003692,win over; coerce; take by force,LX001836,
SN003693,my father; address form to someone superior in age,LX001837,
SN003694,be close to victory,LX001838,
SN003695,woe,LX001839,
SN003696,be superior,LX001840,
SN003697,important man; landowner,LX001841,
SN003698,dictator; leading monkey,LX001842,
SN003699,every one,LX001843,
SN003700,fatherly,LX001844,
SN003701,fathers,LX001845,
SN003702,reconciliation,LX001846,
SN003703,be reconciled,LX001847,
SN003704,reconcile,LX001848,
SN003705,Arbegona,LX001849,
SN003706,be annoyed,LX001850,
SN003707,wife,LX001851,
SN003708,wild aloe,LX001852,
SN003709,husband,LX001853,
SN003710,tongue; language,LX001854,
SN003711,pronounce an oral judgement,LX001855,
SN003712,civet,LX001856,species
SN003713,be criticized; be abused,LX001857,
SN003714,criticize; abuse,LX001858,
SN003715,sun,LX001859,
SN003716,dry season,LX001860,
SN003717,doing; work,LX001861,
SN003718,thought,LX001862,
SN003719,think; plan,LX001863,
SN003720,do,LX001864,
SN003721,do/make for oneself; make use of; marry,LX001865,marry: S = woman
SN003722,cause to make or do,LX001866,
SN003723,ask persistently,LX001867,
SN003724,peas,LX001868,
SN003725,heap of cereal,LX001869,
SN003726,2SG.ACC,LX001870,
SN003727,2SG.OBL,LX001870,
SN003728,2SG.POSS,LX001870,
SN003729,2SG.REFL,LX001871,
SN003730,2SG,LX001872,
SN003731,abundance; blessing,LX001873,
SN003732,make abundant,LX001874,
SN003733,spirit; festival,LX001875,
SN003734,holiday,LX001875,
SN003735,festival,LX001875,
SN003736,may your spirit rest,LX001876,acknowledgement when one has asked a caring question
SN003737,astrologists,LX001877,interpreters of omens
SN003738,housebuilders,LX001877,
SN003739,one who marries,LX001877,
SN003740,1SG.ACC/DAT,LX001878,
SN003741,IMP.PL,LX001878,
SN003742,someone unspecified,LX001879,
SN003743,identity,LX001880,
SN003744,be hurt; be left alone without friends or parents,LX001881,
SN003745,be predatory,LX001882,
SN003746,Eden,LX001883,
SN003747,wild olive-tree,LX001884,olea africana
SN003748,yes,LX001885,
SN003749,"venerate; cry ""Lord, Lord""",LX001886,
SN003750,responsibility,LX001887,
SN003751,protection,LX001887,
SN003752,please,LX001888,
SN003753,plead with,LX001889,
SN003754,please,LX001890,
SN003755,protection; responsibility,LX001891,
SN003756,be under smbdy's protection; repent,LX001892,
SN003757,money put under another´s responsibility,LX001893,
SN003758,downhill,LX001894,direction of water
SN003759,collection of water; water-place; low terrain,LX001894,
SN003760,well,LX001894,
SN003761,pond,LX001894,
SN003762,under; lower,LX001895,
SN003763,drinking water collected in a place prepared from ensete-leaves,LX001896,
SN003764,collect,LX001897,used about water collecting in a place prepared from inset-leaves
SN003765,lowland,LX001898,
SN003766,guess,LX001899,
SN003767,guessing,LX001900,
SN003768,put in,LX001901,
SN003770,swallow,LX001903,
SN003771,wise man; shrewd man; educated people,LX001904,also with bad connotation: shrewd man
SN003772,"wise, knowledgeable person",LX001905,
SN003773,be known,LX001906,
SN003774,know,LX001907,
SN003775,knowledge,LX001908,
SN003776,inform; let know,LX001909,
SN003777,cause to enter; lead into,LX001910,
SN003778,enter,LX001910,
SN003779,cause to enter; lead into,LX001911,
SN003780,phantom,LX001912,
SN003781,giver,LX001913,
SN003782,milk vessel,LX001914,bigger than gereere
SN003783,give kindly,LX001915,
SN003784,friendship,LX001916,
SN003785,gift,LX001917,
SN003786,by grace; for a good purpose,LX001918,
SN003787,intimate friend,LX001919,
SN003788,gift; grace; kindness,LX001920,
SN003789,churned milk,LX001921,appears after butter is made
SN003790,punishment,LX001922,
SN003791,be several fold,LX001923,
SN003792,double,LX001924,
SN003793,strategic point; a break in the scenery,LX001924,
SN003794,double,LX001925,
SN003795,enter; understand (with pron. obj. suffix),LX001926,
SN003796,understand,LX001926,
SN003797,louse,LX001927,
SN003798,bridegroom,LX001928,
SN003799,bride; circumcized girl,LX001928,"13 years old, hides one month in the house"
SN003800,plead with the spirits for healing,LX001929,
SN003801,plead with the spirits for healing of oneself,LX001930,
SN003802,knee-cap; drinking cup,LX001931,
SN003803,have a fever,LX001932,
SN003804,fever,LX001933,
SN003805,fever,LX001934,
SN003806,fresh,LX001935,
SN003807,be hot,LX001936,
SN003808,warmth; heat,LX001937,
SN003809,reach; arrive,LX001938,time; place
SN003810,be fulfilled,LX001938,prophesy
SN003811,cause to reach; put into,LX001939,
SN003812,lead to,LX001939,road
SN003813,add,LX001940,an ingredient
SN003814,"""aboveness""",LX001941,
SN003815,above; against,LX001942,
SN003816,against,LX001942,
SN003817,boast of; praise,LX001943,lit.: carry high
SN003818,outside,LX001944,
SN003819,even so,LX001945,
SN003820,become; happen; last; behave; suffice; perhaps be,LX001946,
SN003821,be,LX001946,
SN003822,behave,LX001946,
SN003823,last,LX001946,
SN003824,be,LX001946,
SN003825,suffice,LX001946,
SN003826,happen,LX001946,
SN003827,perhaps,LX001947,preceded by the final conjugation
SN003828,however; still,LX001948,
SN003829,rather (...than),LX001949,
SN003830,even so,LX001950,
SN003831,condition; behaviour,LX001951,
SN003832,however,LX001952,
SN003834,inheritance; marriage gift to son,LX001954,
SN003835,bequeathe; give marriage gift,LX001955,
SN003836,birth; child; offspring,LX001956,
SN003837,mountain,LX001957,
SN003838,mountainous,LX001958,
SN003839,mountains,LX001959,
SN003840,birth,LX001960,
SN003841,birthday (celebration),LX001961,lit. feast of birth
SN003842,be born,LX001962,
SN003843,birthday,LX001963,
SN003844,spirit which gives men fertility,LX001964,
SN003845,bear (child); give birth,LX001965,
SN003846,give birth,LX001965,
SN003847,jubilation cry: 'illillill etc.'; announcement of virginity,LX001966,the bridegroom shouts because there is blood on the marriage bed
SN003848,rejoice,LX001967,
SN003849,rejoicing,LX001968,
SN003850,colt,LX001969,
SN003851,ivory,LX001970,"From Oromo hilka ""tooth"""
SN003852,seek out among many,LX001971,
SN003853,eyebrows; area around the eyes; surroundings (geography),LX001972,
SN003854,eye(s),LX001973,
SN003855,look sternly at smbdy,LX001974,lit.: pierce the eyes
SN003856,squint,LX001975,"lit.: see, twisting one's eyes"
SN003857,appoint leaders,LX001976,lit. make eye
SN003858,be leader,LX001977,
SN003859,eyes,LX001978,
SN003860,foal,LX001979,
SN003861,help to give birth,LX001980,
SN003862,plead with,LX001981,
SN003863,clothes,LX001982,
SN003864,inauguration of new house,LX001982,(SAED)
SN003865,make suitable,LX001983,
SN003866,suit,LX001984,
SN003867,opportunity,LX001985,
SN003868,3PL,LX001986,
SN003869,each other,LX001987,
SN003870,Irgalem,LX001988,name of town
SN003871,be useful,LX001989,
SN003872,support oneself,LX001990,
SN003873,support (tr),LX001991,
SN003874,support; encouragement,LX001992,
SN003875,be ashamed,LX001993,
SN003876,make ashamed,LX001994,
SN003877,3SG.M.NOM,LX001995,
SN003878,3SG.F,LX001996,
SN003879,3SG,LX001997,
SN003880,herself,LX001998,
SN003881,3SG.M.POSS,LX001999,
SN003882,self,LX002000,
SN003883,Israel,LX002001,
SN003884,3SG.M.ACC,LX002002,
SN003885,3SG.M.REFL,LX002003,
SN003886,rubbish,LX002004,
SN003887,name of man,LX002005,Before two have died. Now no. 3 is expected and one is afraid that he dies too.
SN003888,name of man,LX002006,
SN003889,a piece of rubbish,LX002007,
SN003890,All right; O.K.,LX002008,
SN003891,draw lots,LX002009,
SN003892,big feeder,LX002010,
SN003893,be eaten; be drowned; be lost,LX002011,
SN003894,eat,LX002012,
SN003895,mattress,LX002013,
SN003896,Ethiopia,LX002014,
SN003897,cause to eat; feed,LX002015,
SN003898,cause to eat,LX002016,
SN003899,lot,LX002017,
SN003900,cow´s excrement,LX002018,
SN003901,tree species,LX002019,
SN003902,tell news,LX002020,
SN003903,news,LX002021,
SN003904,grandfather of Habeela,LX002022,
SN003905,seat,LX002023,
SN003906,buttocks,LX002024,
SN003907,sit down; stay,LX002025,
SN003908,stay,LX002025,
SN003909,whores,LX002026,lit.:sitting women
SN003910,circumcise; make sit down,LX002027,
SN003911,king´s clothes,LX002028,
SN003912,doctor; craftsperson; one who makes skin clothes,LX002029,"He circumcises children, he knows how to treat animals and people"
SN003913,craftsperson,LX002029,
SN003914,female doctor,LX002030,Has the same tasks as xogeessa (s.d.). Also has to get out a dead child from the mother.
SN003916,doctor (plural),LX002031,
SN003917,art; handicraft; profession,LX002032,
SN003918,sack of skin,LX002033,
SN003919,two days from to-day; in two days; the day after to-morrow,LX002034,
SN003920,press (oneself) towards,LX002035,
SN003921,pushing,LX002036,
SN003922,push,LX002037,
SN003923,soldiers,LX002038,
SN003924,soldier,LX002039,
SN003925,soldiers,LX002040,
SN003926,fight; fight each other; try,LX002041,
SN003927,try,LX002041,
SN003928,throw with a high movement of the hands,LX002042,spear
SN003929,village; neighbourhood,LX002043,
SN003930,fellow townsman; neighbour,LX002044,
SN003931,war,LX002045,
SN003932,villages,LX002046,
SN003933,hurry,LX002047,
SN003934,throw (e.g. spear),LX002048,
SN003935,towns,LX002049,
SN003936,bark; thin sheet of fried ensete pulp,LX002050,
SN003937,empty,LX002051,
SN003938,be empty,LX002052,
SN003939,fifty,LX002053,
SN003940,fifth,LX002054,
SN003941,humility; servility,LX002055,
SN003942,serve humbly; obey,LX002056,
SN003943,five,LX002057,
SN003944,childhood,LX002058,
SN003945,childhood,LX002059,
SN003946,childishness,LX002060,
SN003947,regard as childish,LX002061,
SN003948,child; children,LX002062,
SN003949,hair of animals,LX002063,
SN003950,hair of animals,LX002064,
SN003951,health,LX002065,
SN003952,aeroplane,LX002066,
SN003953,laughter,LX002067,
SN003954,laugh,LX002068,
