ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Corpus_Reference,Media_IDs,Sense_IDs,Gloss_POS,Lexical_Entries
XV000064,sid,biddi yine haʔnummo,biddi y\t-i\t-ne\thaɗ\t-nummo,be_direct\tEV\tCVB.1PL\tgo\tPRF.1PL,We went directly,,,XIX 26-11,,SN000187,v\tAttaches to any category\tv:Any\tv\ttam,biddi yi\t-V\t-ne 2\thaɗi\t-nummo
XV000065,sid,biddi ʔasse katʼtʼi,biddi ʔass\t-e\tkatʼtʼ\t-i,make_properly\tCVB.3K\tkick\t,He kicked properly,,,XIII 12-1,,SN000188 ; SN001706,v\tv:Any\tv\tv:Any,biddi ʔassi\t-e 3\tkatʼtʼi\t-í
XV000066,sid,biɗe birkʼiikʼo,biɗ\t-e\tbirkʼiikʼ\t-o,long_ago\tACC\tINTS\tACC,Very long ago,,,XIII 67-5/6,,SN000189,n\tn:Any\t<Not Sure>\tn:Any,biɗe\t-e 2\tbirkʼiikʼ\t-o 1
XV000067,sid,tini beetto biifadote,tin\t-i\tbeett\t-o\tbiifado\t-te,this\tNOM.MOD\tgirl\tNOM\tbeautiful\tCOP,This girl is beautiful,,,IV 37-6,,SN000193,pro\tn:Any\tn\tn:Any\tadjective\tcopula,tini\t-i 3\tbeetto\t-o 2\tbiifado\t-te 2
XV000068,sid,tee beetto biifi ʔaɗɗannohehu daanni noona,te\t-e\tbeett\t-o\tbiif\t-i\tʔaɗɗ\t-anno\t-he\t-hu\tda\t-a\t-nni\tno\t-o\t-na,you\tACC\tgirl\tACC\tbe_beautiful\tIMP.SG\tmarry\tIMPF.3K\t2SG.ACC/DAT\tNR.K.NOM\tcome\tPART\tABL\texist\tEV\tbecause,"You girl, be beautiful, he who is to marry you is coming!",,,IV 37-7,,SN000194,interjection\tn:Any\tn\tn:Any\tv\tv:Any\tv\tv:Any\tPronoun\tv>n\tv\tv:Any\tcase\tv\tAttaches to any category\tconjunction,tee\t-e 2\tbeetto\t-o 1\tbiifi\t-i 2\tʔaɗɗi\t-anno\t-he\t-hu\tdaí\t-a 7\t-nni 1\tno\t-V\t-na 1
XV000069,sid,kuuʔunni ʃiimu mininni ʔudunne fuʃʃitu,kuuʔunn\t-i\tʃiim\t-u\tmin\t-i\t-nni\tʔudunn\t-e\tfuʃʃ\t-i\t-tu,that_(remote)\tOBL\tsmall\tOBL.U\thouse\tOBL.MOD\tABL\tthings\tACC\ttake_out\tEV\tPRF.3T,Theyt took the things out of that small house,,,,,,pro\tn:Any\tadjective\tn:Any\tn\tn:Any\tcase\tn\tn:Any\tv\tAttaches to any category\tv:Any,kooʔonne\t-i 1\tʃiima\t-u 1\tmine\t-i 1\t-nni 1\tʔuduunne\t-e 2\tfuʃʃi\t-V\t-tu 2
XV000070,sid,soodo biittote gutoommo,sood\t-o\tbiitt\t-o\t-te\tgut\t-oommo,morning\tACC\tmorning\tOBL\tDAT\tdo_smth_early\tPST.IMPF.1M,Check!,,,IV 42-10,,SN000197,n\tn:Any\tn\tn:Any\tn:Any\tv\tv:Any,soodo\t-o 1\tbiitto\t-o 3\t-te 8\tguti\t-oommo
XV000071,sid,mai ledo bikkeemmonsa?,ma\t-i\tled\t-o\tbikk\t-eemmo\t-nsa\t?,what\tOBL\ttogether_with\tOBL\tcompare\tIMPF.1SG.M\t3PL.ACC/DAT\t,With what shall I compare them?,,,XXII 20-6,,SN000199,pro\tn:Any\tpostposition\tn:Any\tv\tv:Any\tPronoun\t,ma\t-i 1\tledo 3\t-o 3\tbikki\t-eemmo\t-nsa\t
XV000072,sid,bila ʔaattoʔeraati,bil\t-a\tʔa\t-atto\t-ʔe\t-ra\t-a\t-ti,wedge\tACC\tgive\tPINF.2M\t1SG.ACC/DAT\tDAT\tEV\tCOP,You are about to give me a wedge,,,I 39-5,,SN000201,n\tn:Any\tv\tv:Any\tPronoun\tcase\tAttaches to any category\tcopula,bila\t-a 1\tʔaa\t-atto\t-ʔe\t-ra 1\t-V\t-ti 1
XV000073,sid,billaabunni ʔumo gaʔni,billaab\t-u\t-nni\tʔum\t-o\tgaʔn\t-i,knife\tOBL.U\tABL\thead\tACC\tbeat\tPRF.3K,He beat his head with a knife,,,II 16-14,,SN000205,n\tn:Any\tcase\tn\tn:Any\tv\tv:Any,billaba\t-u 1\t-nni 1\tʔumo\t-o 1\tgaʔni\t-í
XV000074,sid,katama biltʼoollu noo baiʧʧooti,katam\t-a\tbiltʼooll\t-u\tno\t-o\tbaiʧʧ\t-o\t-o\t-ti,town\tNOM\tactive_people\tNOM.U\texist\tEV\tplace\tACC\tEV\tCOP,Town is a place where there are active people,,,VII 14-15,,SN000211,n\tn:Any\tn\tn:Any\tv\tAttaches to any category\tn\tn:Any\tAttaches to any category\tcopula,katama\t-a 5\tbiltʼoolla\t-u 3\tno\t-V\tbaiʧʧo 2\t-o 1\t-V\t-ti 1
XV000075,sid,gaʔa tenne biro daeemmo,gaʔ\t-a\ttenn\t-e\tbir\t-o\tda\t-eemmo,tomorrow\tACC\tthis\tACC\toffice\tACC\tcome\tIMPF.1SG.M,I will come to this office to-morrow,,,II 19-6,,SN000213,n\tn:Any\tpro\tn:Any\tn\tn:Any\tv\tv:Any,gaʔa\t-a 1\ttenne\t-e 2\tbiro\t-o 1\tdaí\t-eemmo
XV000076,sid,meʔe birraati,meʔ\t-e\tbirr\t-a\t-a\t-ti,how_much\tACC\tEthiopian_dollars\tACC\tEV\tCOP,"How many ""birr"" does it cost?",,,XXII 8-3,,SN000215,pro\tn:Any\tn\tn:Any\tAttaches to any category\tcopula,meʔe 2\t-e 2\tbirra\t-a 1\t-V\t-ti 1
XV000077,sid,birru dinoʔe,birr\t-u\tdi=\tno\t-ʔe,silver\tNOM.U\tNEG=\texist\t1SG.ACC/DAT,I have no silver,,,XIII 11-4,,SN000217,n\tn:Any\tprefix\tv\tPronoun,birre\t-u 3\tdi=\tno\t-ʔe
XV000078,sid,bisiʔya giddo mikʼkʼa no,bis\t-i\t-ʔya\tgidd\t-o\tmikʼkʼ\t-a\tno,body\tGEN.MOD\t1SG.POSS\tinside\tACC\tbones\tACC\texist,In my body there are bones,,,I 19-7,,SN000224,n\tn:Any\tPronoun\tn\tn:Any\tn\tn:Any\tv,biso\t-i 4\t-ʔya\tgiddo 2\t-o 1\tmikʼkʼa\t-a 1\tno
XV000079,sid,sasu bitate,sas\t-u\tbita\t-te,three\tNOM.U\tbad_number\tCOP,Three is a bad number,,,XXI 6-1,,SN000225,numeral\tn:Any\tn\tcopula,sase\t-u 3\tbita\t-te 2
XV000080,sid,bisosi ????,,,He scratches his body,,,XXII 4-6,,SN000226,,
XV000081,sid,ʔiso boha noonke,ʔis\t-o\tboh\t-a\tno\t-o\t-nke,3K\tACC\texcommunicate\tACC\texist\tEV\tnot,"We must exclude him from our society (More severe than seera, because he will not be accepted again)",,,IV 10-5,,SN000229,pro\tn:Any\tv\tn:Any\tv\tAttaches to any category\tnegativizer,ʔise 2\t-o 1\tbohi\t-a 1\tno\t-V\t-nke 1
XV000082,sid,dibobanno,di=\tbob\t-anno,NEG=\tstink\tIMPF.3K,It does not stink,,,XIII 9-6,,SN000230,prefix\tv\tv:Any,di=\tbobi\t-anno
XV000083,sid,lopʼpʼannokki beetti gaata hige boɗɗanno,lopʼpʼ\t-anno\t-kki\tbeett\t-i\tgaat\t-a\thig\t-e\tboɗɗ\t-anno,grow_up\tIMPF.3K\tnot\tboy\tNOM.MOD\twall\tACC\treach\tCVB.3K\tcreep\tIMPF.3K,A not grown-up child will creep as far as to the backyard,,,III 55-8,,SN000233,v\tv:Any\tnegativizer\tn\tn:Any\tn\tn:Any\tv\tv:Any\tv\tv:Any,lopʼpʼi\t-anno\t-kki 1\tbeetto\t-i 3\tgaata\t-a 1\thige\t-e 3\tboɗɗi\t-anno
XV000084,sid,boode geeʃʃa/boode yanna,bood\t-e\tgeeʃʃ\t-a\t/\tbood\t-e\tyann\t-a,few\tACC\tsize\tACC\t\tfew\tACC\ttime\tACC,for a little while,,,"XIII 22-1,2",,SN000239,n\tn:Any\tn\tn:Any\t\tn\tn:Any\tn\tn:Any,boode\t-e 2\tgeeʃʃa 1\t-a 1\t\tboode\t-e 2\tyanna\t-a 1
XV000085,sid,noohu lobo boonooti,no\t-o\t-hu\tlob\t-o\tboon\t-o\t-o\t-ti,exist\tEV\tNR.K.NOM\tmany\tNOM\tabyss\tACC\tEV\tCOP,"What is there, is a big abyss",,,VIII 11-6,,SN000250,v\tAttaches to any category\tv>n\tadjective\tn:Any\tn\tn:Any\tAttaches to any category\tcopula,no\t-V\t-hu\tlobo\t-o 2\tboono\t-o 1\t-V\t-ti 1
XV000086,sid,boono fultino doogo taalo ʔikkitanno,boon\t-o\tful\t-tino\tdoog\t-o\ttaal\t-o\tʔikk\t-i\t-tanno,hole\tNOM\tgo_out\tPST.IMPF.3T\troad\tACC\tlevel\tACC\tbecome\tEV\tPST.IMPF.3T,The road with holes in it will be levelled out,,,IX 20-4,,SN000250,n\tn:Any\tv\ttam\tn\tn:Any\tadjective\tn:Any\tv\tAttaches to any category\tv:Any,boono\t-o 2\tfuli\t-tino\tdoogo\t-o 1\ttaalo 1\t-o 1\tʔikki 1\t-V\t-tanno 2
XV000087,sid,boosalli maʔna ʔaana ʔofolli,boosall\t-i\tmaʔn\t-a\tʔaan\t-a\tʔofoll\t-i,fire-place\tGEN\tsitting_place\tGEN.MOD\ton\tACC\tsit_down\tIMP.SG,Sit down on the leaves (on the floor near the fireplace),,,I 43A-5,,SN000255,n\tn:Any\tn\tn:Any\tpostposition\tn:Any\tv\tv:Any,boosallo\t-i 4\tmaʔna\t-a 6\tʔaana 2\t-a 1\tʔofolli\t-i 2
XV000088,sid,bootta fuʃʃite kaʔʔentinni gorritanno,boott\t-a\tfuʃʃi\t-te\tkaʔ\t-te\t-nti\t-nni\tgorr\t-i\t-tanno,calf_(plural)\tACC\ttake_out\tCVB.3T\trise\tCVB.3T\tNR.T.OBL\tABL\tslaughter\tEV\tPST.IMPF.3T,"Having chased the calves out, they slaughter them",,,VII 26-1,,SN000259,n\tn:Any\tv\tv:Any\tv\tv:Any\tv>n\tcase\tv\tAttaches to any category\tv:Any,bootta\t-a 1\tfuʃʃi\t-te 3\tkaʔi\t-te 3\t-nti 3\t-nni 1\tgorri\t-V\t-tanno 2
XV000089,sid,boroʤʤiʧʧu gede ʔikke loosoommohe,boroʤʤiʧʧ\t-u\tged\t-e\tʔikk\t-e\tloos\t-oommo\t-he,slave\tGEN.U\tlike\tACC\tbe\tCVB.1SG\twork\tPST.IMPF.1M\t2SG.ACC/DAT,I have worked for you like a slave,,,VI 3-16,,SN000267,n\tn:Any\tpostposition\tn:Any\tv\tv:Any\tn\tv:Any\tPronoun,boroʤʤiʧʧo\t-u 4\tgede 3\t-e 2\tʔikki 1\t-e 1\tlooso\t-oommo\t-he
XV000090,sid,kʼoonʧo borreessino,kʼoonʧ\t-o\tborreess\t-ino,calabash\tOBL\tengrave\tPST.IMPF.3K,He made pattern on a ´Kil´ (fruit of which the finiinco (drinking-cup) is made,,,IV 10-3,,SN000270,n\tn:Any\tv\tv:Any,kʼoonʧo\t-o 3\tborreessi\t-ino
XV000091,sid,suʔminsa borreessamanno gede ...,suʔm\t-i\t-nsa\tborreess\t-am\t-anno\tged\t-e\t...,name\tNOM.MOD\t3PL.POSS\tengrave\tPASS\tIMPF.3K\tin_order_to\tACC\t,so that their names should be written ...,,,V 2-1,,SN000273,n\tn:Any\tPronoun\tv\tv:Any\tv:Any\tsubordinator\tn:Any\t,suʔma\t-i 3\t-nsa\tborreessi\t-am\t-anno\tgede 4\t-e 2\t
XV000092,sid,barʧʼimma boʧʼannó,barʧʼimm\t-a\tboʧʼ\t-annó,small_chair\tACC\tcarve_tree_or_stone\tIMPF.3K,He carves (threelegged) stools,,,XXII 22-2,,SN000281,n\tn:Any\tv\tv:Any,barʧʼimma\t-a 1\tboʧʼi\t-anno
XV000093,sid,wiliiletenna giirate bubani giddo ...,wiliil\t-e\t-te\t-nna\tgiir\t-a\t-te\tbuban\t-i\tgidd\t-o,smoke\tOBL\tGEN.U\tand\tfire\tOBL\tGEN.U\tflame\tOBL\tinside\tACC,In flames of smoke and fire ...,,,VIII 3-2,,SN000284,n\tn:Any\tcase\tconjunction\tn\tn:Any\tcase\tn\tn:Any\tn\tn:Any,wiliile\t-e 5\t-te 4\t-nna 1\tgiira\t-a 4\t-te 4\tbubano\t-i 1\tgiddo 2\t-o 1
XV000094,sid,giira bubbanni no,giir\t-a\tbub\t-ta\t-nni\tno,fire\tACC\tflame\tPART\tABL\texist,The fire is flaming,,,VII 16-1,,SN000287,n\tn:Any\tv\tv:Any\tcase\tv,giira\t-a 1\tbubi\t-ta 3\t-nni 1\tno
XV000095,sid,budenna ʤirte labinsanni diragiʔneemmo,bud\t-enna\tʤirt\t-e\tlabis\t-na\t-nni\tdi=\tragiʔ\t-neemmo,custom\t\tlaw\tACC\tpretend\tPART.1PL\twhile\tNEG=\tinherit\tIMPF.1PL,We don´t inherit it pretending it is custom (right) and law,,,III 13-7,,SN000290,n\t\tn\tn:Any\tv\tv:Any\tsubordinator\tprefix\tv\tv:Any,bude\t\tʤirte\t-e 2\tlabinsi\t-na 3\t-nni 2\tdi=\tragiɗi\t-neemmo 2
XV000096,sid,kuni budi didanʧaho,kun\t-i\tbud\t-i\tdi=\tdanʧ\t-a\t-ho,this\tNOM.MOD\tcustom\tNOM.MOD\tNEG=\tgood\tACC\tCOP,This custom is not good,,,IV 26-6,,SN000290,pro\tn:Any\tn\tn:Any\tprefix\tadjective\tn:Any\tcopula,konne 2\t-i 3\tbude\t-i 3\tdi=\tdanʧa\t-a 1\t-ho 2
XV000097,sid,buɗu deeʔiʃanno,buɗ\t-u\tdeeʔiʃ\t-anno,raw_food\tNOM.U\tcause_diarrhea\tIMPF.3K,Raw food causes diarrhea,,,X 1-2,,SN000293,n\tn:Any\tv\tv:Any,buɗa\t-u 3\tdeeʔiʃi\t-anno
XV000098,sid,sindete bullenni markʼa loossino,sinde\t-te\tbull\t-e\t-nni\tmarkʼ\t-a\tloos\t-tino,wheat\tGEN.U\tflour\tOBL\tABL\tporridge\tACC\twork\tPST.IMPF.3T,She made porridge of wheat flour,,,IV 23???-2,,SN000300,n\tcase\tn\tn:Any\tcase\tn\tn:Any\tn\ttam,sinde\t-te 4\tbulle\t-e 5\t-nni 1\tmarkʼa\t-a 1\tlooso\t-tino
XV000099,sid,dubbu giddo bulliʧʧi no,dubb\t-u\tgidd\t-o\tbulliʧʧ\t-i\tno,forest\tGEN.U\tinside\tACC\tmale_duiker\tNOM.MOD\texist,The duiker lives in the forest,,,I 21-12,,SN000301,n\tn:Any\tn\tn:Any\tn\tn:Any\tv,dubbo\t-u 4\tgiddo 2\t-o 1\tbulliʧʧa\t-i 3\tno
XV000100,sid,sidaami -u? gobbara bulliʧʧaama no,sidaam\t-u\tgobb\t-a\t-ra\tbulliʧʧaam\t-a\tno,the_Sidaama_area\tGEN.U\tland\tOBL\tDAT\tfemale_duiker\tNOM\texist,There is duiker (female) in sidaama,,,I 21-12,,SN000302,n\tn:Any\tn\tn:Any\tcase\tn\tn:Any\tv,sidaama\t-u 4\tgobba\t-a 4\t-ra 1\tbulliʧʧaama\t-a 5\tno
XV000101,sid,buna ʔagammora halʧoommo,bun\t-a\tʔag\t-ammo\t-ra\thalʧ\t-oommo,coffee\tACC\tdrink\tPINF.1SG.M\tDAT\twish\tPST.IMPF.1M,I want to drink coffee,,,II 21-4,,SN000305,n\tn:Any\tv\tv:Any\tcase\tv\tv:Any,buna\t-a 1\tʔagi\t-ammo\t-ra 1\thalʧi\t-oommo
XV000102,sid,bunʧo rumutʼtʼitino,bunʧ\t-o\trumutʼtʼ\t-i\t-tino,coffee-tree\tNOM\tbe_rooted\tEV\tPST.IMPF.3T,The coffe-bush has got root and started to grow,,,VI 1-19,,SN000307,n\tn:Any\tv\tAttaches to any category\ttam,bunʧo\t-o 2\trumutʼtʼi\t-V\t-tino
XV000103,sid,ʔinsa buʃa ʔoosooti,ʔinsa\tbuʃ\t-a\tʔoos\t-o\t-o\t-ti,3PL\tbad\tACC\tchildren\tACC\tEV\tCOP,They are bad children,,,I 45-6,,SN000313,pro\tadjective\tn:Any\tn\tn:Any\tAttaches to any category\tcopula,ʔinsa\tbuʃa\t-a 1\tʔooso\t-o 1\t-V\t-ti 1
XV000104,sid,ʔuddano loossanno manʧo busulete,ʔuddan\t-o\tloos\t-tanno\tmanʧ\t-o\tbusul\t-e\t-te,clothes\tACC\twork\tPST.IMPF.3T\twoman\tNOM\tclever_person\tACC\tCOP,"A woman who makes clothes, is clever",,,III 23-2,,SN000314,n\tn:Any\tv\tv:Any\tn\tn:Any\tn\tn:Any\tcopula,ʔuddano\t-o 1\tloosi\t-tanno 2\tmanʧo\t-o 2\tbusule\t-e 2\t-te 2
XV000105,sid,ʔillekki buʃʃuro ...,ʔill\t-e\t-kki\tbuʃ\t-tu\t-ro\t...,eye(s)\tNOM\t2SG.POSS\tbe_evil\tPRF.3T\tCOND\t,If your eye is evil ...,,,XV 29-34,,SN000319,n\tn:Any\tPronoun\tv\tv:Any\tsubordinator\t,ʔille\t-e 4\t-kki 2\tbuʃi\t-tu 2\t-ro\t
XV000106,sid,daaoʔe buʃʃu,da\t-a\t-o\t-ʔe\tbuʃʃ\t-u,come\tEV\tJUSS.3K\t1SG.ACC/DAT\tsoil\tNOM.U,May soil come to me (used as greeting),,,I 45-10,,SN000321,v\tAttaches to any category\tv:Any\tPronoun\tn\tn:Any,daí\t-V\t-o 4\t-ʔe\tbuʃʃa\t-u 3
XV000107,sid,lobo geeʃʃa butʼiʧʧoho,lobo geeʃʃ\t-a\tbutʼiʧʧo\t-ho,very\tACC\tpoor_person\tCOP,I am very poor,,,III 43-5,,SN000328,adverbial\tn:Any\tn\tcopula,lobo geeʃʃa\t-a 1\tbutʼiʧʧo\t-ho 2
XV000108,sid,buusa kartara hasiɗɗanno,buus\t-a\tkar\t-ta\t-ra\thasiɗ\t-tanno,bridge\tACC\tspread\tPINF.3T\tDAT\twant\tPST.IMPF.3T,They want to lay a bridge,,,VIII 12-10,,SN000335,n\tn:Any\tv\tv:Any\tcase\tv\tv:Any,buusa\t-a 1\tkari\t-ta 4\t-ra 1\thasiɗi\t-tanno 2
XV000109,sid,halaale buutʼeemma' yite diiʃʃo hutʼtʼu ʔaana ʔofolltino,halaal\t-e\tbuutʼ\t-eemma\tyi\t-te\tdiiʃʃ\t-o\thutʼtʼ\t-u\tʔaan\t-a\tʔofoll\t-tino,truth\tACC\tinvestigate\tIMPF.1F\tsay\tCVB.3T\tbee\tNOM\tfence\tGEN.U\ton\tACC\tsit_down\tPST.IMPF.3T,I will search for the truth' said the bee and sat down on the fence,,,XIII 55-2,,SN000339,n\tn:Any\tv\tv:Any\tv\tv:Any\tn\tn:Any\tn\tn:Any\tpostposition\tn:Any\tv\ttam,halaale\t-e 2\tbuutʼi\t-eemma\tyi\t-te 3\tdiiʃʃo\t-o 2\thutʼtʼa\t-u 4\tʔaana 2\t-a 1\tʔofolli\t-tino
XV000110,sid,"mine miʔnanni daafira, meesane ʔuuʔe","min\t-e\tmiʔn\t-a\t-nni\tdaaf\t-i\t-ra\t,\tmeesann\t-e\tʔu\t-i\t-ʔe",house\tACC\tbuild_a_house_for_oneself\tPART\tABL\treason\tOBL\tDAT\t\taxe\tACC\tgive\tIMP.SG\t1SG.ACC/DAT,"Because I am building me a house, give me the axe",,,I 39-5,,SN000346,n\tn:Any\tv\tv:Any\tcase\tn\tn:Any\tcase\t\tn\tn:Any\tv\tv:Any\tPronoun,mine\t-e 2\tmiʔni\t-a 7\t-nni 1\tdaafo\t-i 1\t-ra 1\t\tmeesanne\t-e 2\tʔui\t-i 2\t-ʔe
XV000111,sid,gide maira gaʔnitanni daafuratto?,gid\t-e\tmaira\tgaʔn\t-i\t-ta\t-nni\tdaafur\t-atto\t?,grain\tACC\twhy?_for_what?\tbeat\tEV\tPART.2SG\tABL\tbecome_tired\tIMPF.2M\t,Why do you become tired when you are threshing grain?,,,II 17-1,,SN000350,n\tn:Any\tpro\tv\tAttaches to any category\tv:Any\tcase\tv\tv:Any\t,gide\t-e 2\tmaira\tgaʔni\t-V\t-ta 3\t-nni 1\tdaafuri\t-atto\t
XV000112,sid,mannu gede daafurunni diʔikkino,mann\t-u\tged\t-e\tdaafur\t-u\t-nni\tdi=\tʔikk\t-ino,people\tGEN.U\tlike\tACC\ttiredness\tOBL.U\tABL\tNEG=\thappen\tPST.IMPF.3K,They have not become tired like other men,,,VIII 13-3,,SN000351,n\tn:Any\tpostposition\tn:Any\tn\tn:Any\tcase\tprefix\tv\tv:Any,manna\t-u 4\tgede 3\t-e 2\tdaafuro\t-u 1\t-nni 1\tdi=\tʔikki 1\t-ino
XV000113,sid,daafurseennaʔe fooliʃʃiɗanni noommo,daafurs\t-e\t-e\t-nna\t-ʔe\tfooliʃʃiɗ\t-a\t-nni\tno\t-ommo,tire_(tr.)\tCVB.3K\tEV\tNS\t1SG.ACC/DAT\trest\tPART.1SG\tABL\tAUX\tPST.IMPF.1M,"Because it has tired me, I am resting",,,II 33-9,,SN000353,v\tv:Any\tAttaches to any category\tv:Any\tPronoun\tv\tv:Any\tcase\tv\tv:Any,daafursi\t-e 3\t-V\t-nna 4\t-ʔe\tfooliʃʃiɗi\t-a 7\t-nni 1\tno\t-oommo
XV000114,sid,hobolo ʔofollte daakkanni,hobol\t-o\tʔofoll\t-te\tdaak\t-ta\t-nni,boat\tACC\tsit_down\tCVB.3T\tswim\tPART.3T\tABL,Rowing (lit. swimming) as they sat in the boat,,,II 10-3,,SN000355,n\tn:Any\tv\tv:Any\tv\tv:Any\tcase,hobolo\t-o 1\tʔofolli\t-te 3\tdaahi\t-ta 4\t-nni 1
XV000115,sid,badala daanke kaʔne ʃerko ʔassine ʔinteemmo,badal\t-a\tdaak\t-ne\tkaʔ\t-ne\tʃerk\t-o\tʔass\t-i\t-ne\tʔit\t-neemmo,maize\tACC\tgrind\tCVB.1PL\trise\tCVB.US\tporridge\tACC\tdo\tEV\tCVB.1PL\teat\tIMPF.1PL,"After grinding the maize, we make porridge from it and eat it",,,II 10-3,,SN000357,n\tn:Any\tv\tv:Any\tv\tv:Any\tn\tn:Any\tv\tAttaches to any category\tv:Any\tv\tv:Any,badala\t-a 1\tdaaki\t-ne 2\tkaʔi\t-ne 3\tʃerko\t-o 1\tʔassi\t-V\t-ne 2\tʔiti\t-neemmo 2
XV000116,sid,ʔarriʃo gantennaʔe daakʼ(kʼ?)oommo,ʔarriʃ\t-o\tgan\t-te\t-nna\t-ʔe\tdaakʼ\t-oommo,sun\tNOM\tbeat\tCVB.3T\tNS\t1SG.ACC/DAT\tbe_tired\tPST.IMPF.1M,"Because the sun has ""struck"" me, I am tired",,,IV 6-10,,SN000359,n\tn:Any\tv\tv:Any\tv:Any\tPronoun\tv\tv:Any,ʔarriʃʃo\t-o 2\tgani\t-te 3\t-nna 4\t-ʔe\tdaakʼi\t-oommo
XV000117,sid,kuni dallasi danʧaho,kun\t-i\tdaallas\t-i\tdanʧ\t-a\t-ho,this\tNOM.MOD\tbed\tNOM.MOD\tgood\tACC\tCOP,This bed is good,,,I 43A-6,,SN000362,pro\tn:Any\tn\tn:Any\tadjective\tn:Any\tcopula,konne 2\t-i 3\tdaallasa\t-i 3\tdanʧa\t-a 1\t-ho 2
XV000118,sid,konne ʔogoro daammu minira dukke massi,konn\t-e\tʔogor\t-o\tdaamm\t-u\tmin\t-i\t-ra\tduk\t-te\tmass\t-i,this\tACC\tsack_of_skin\tACC\tmillstone\tGEN.U\thouse\tOBL\tDAT\tcarry\tCVB.2SG\ttake\tIMP.SG,Carry this sack to the mill,,,IV 7-3,,SN000365 ; SN003918,pro\tn:Any\tn\tn:Any\tn\tn:Any\tn\tn:Any\tcase\tv\tv:Any\tv\tv:Any,konne 2\t-e 2\tʔogoro\t-o 1\tdaamma\t-u 4\tmine\t-i 1\t-ra 1\tduki\t-te 9\tmassi\t-i 2
XV000119,sid,daammote malabo,daamm\t-o\t-te\tmalab\t-o,bees\tOBL\tGEN.U\thoney\tACC,Honey of the earth-bee,,,XXI 1-9,,SN000368,n\tn:Any\tcase\tn\tn:Any,daammo\t-o 3\t-te 4\tmalabo\t-o 1
XV000120,sid,tʼaa mannu ʤilu daasi giddo gamba yino,tʼaa\tmann\t-u\tʤil\t-u\tdaas\t-i\tgidd\t-o\tgamba y\t-ino,now\tpeople\tNOM.U\tfeast\tGEN.U\ttent\tGEN.MOD\tinside\tACC\tgather_(itr)\tPST.IMPF.3K,Now the people have gathered in the party-tent,,,III 29-4,,SN000376,n\tn\tn:Any\tn\tn:Any\tn\tn:Any\tn\tn:Any\tv\tv:Any,tʼaa\tmanna\t-u 3\tʤila\t-u 4\tdaase\t-i 4\tgiddo 2\t-o 1\tgamba yi\t-ino
XV000121,sid,daddabbe ʔamadduʔe,daddab\t-te\tʔamad\t-tu\t-ʔe,stretch_out\tCVB.3T\thold_in_one's_hands\tPRF.3T\t1SG.ACC/DAT,"They took me, holding me in many places",,,II 31-13,,SN000395,v\tv:Any\tv\tv:Any\tPronoun,daddabi\t-te 3\tʔamadi\t-tu 2\t-ʔe
XV000122,sid,kaanne tʼa haʔmiʧʧo daddarrai,kaan\t-ne\ttʼa\thaʔmiʧʧ\t-o\tdaddar\t-nanni,split\tCVB.US\tnow\tensete_root\tACC\tsplit\tIMPF.US,"After separating, one now splits the root (by cutting it 4-5 times)",,,VII 4-7,,SN000399,v\tv:Any\tn\tn\tn:Any\tv\tv:Any,kaani\t-ne 3\ttʼaa\thaʔmiʧʧo\t-o 1\tdaddari\t-nanni
XV000123,sid,katamu daddaʔlinai gara lelliʃanno,katam\t-u\tdaddaʔl\t-i\t-nanni\tgar\t-a\tlelliʃ\t-anno,town\tNOM.U\ttrade_for_oneself\tEV\tIMPF.US\tmanner\tACC\tshow\tIMPF.3K,The town shows how to do business,,,VII 11-12,,SN000400,n\tn:Any\tv\tAttaches to any category\tv:Any\tn\tn:Any\tv\tv:Any,katama\t-u 3\tdaddaʔli\t-V\t-nanni\tgara\t-a 1\tleelliʃi\t-anno
XV000124,sid,dadillu woʔmannohe,dadill\t-u\twoʔm\t-anno\t-he,sorrow\tNOM.U\tfill\tIMPF.3K\t2SG.ACC/DAT,Sorrow will fill you,,,III 37-6,,SN000401,n\tn:Any\tv\tv:Any\tPronoun,dadille\t-u 3\twoʔmi\t-anno\t-he
XV000125,sid,dagale hoolo ʔittino,dagal\t-e\thool\t-o\tʔit\t-tino,horizontal_supporters\tACC\ttermites\tNOM\teat\tPST.IMPF.3T,Ants have eaten the supporting pole,,,III 54-3,,SN000412,n\tn:Any\tn\tn:Any\tv\ttam,dagale\t-e 2\thoolo\t-o 2\tʔiti\t-tino
XV000126,sid,dubbu giddo dagunʧu no,dubb\t-u\tgidd\t-o\tdagunʧ\t-u\tno,forest\tGEN.U\tinside\tACC\tleopard\tNOM.U\texist,There are leopards in the forest,,,I 21-11,,SN000416,n\tn:Any\tn\tn:Any\tn\tn:Any\tv,dubbo\t-u 4\tgiddo 2\t-o 1\tdagunʧo\t-u 3\tno
XV000127,sid,hambaa hambaa dangoommo,hab\t-na\t-nni\thab\t-na\t-nni\tdag\t-noommo,forget\tPART.1PL\tABL\tforget\tPART.1PL\tABL\tcome\tPST.IMPF.1PL,We have gradually forgotten (lit: we have come forgetting forgetting),,,VII 3-15,,SN000417,v\tv:Any\tcase\tv\tv:Any\tcase\tv\ttam,habi\t-na 3\t-nni 1\thabi\t-na 3\t-nni 1\tdaí\t-noommo
