ID,Language_ID,Headword,Part_Of_Speech,Construction,Entry_IDs,Etymology,Gloss,Morpheme_Breaks,Morphological_Structure,Official_Orthography,Type,Variant_Form
busule,sid,busule,Noun,,,,,,,busule,K (MASC)/T (FEM),
busuli,sid,busuli,Verb,,,,,,,busuli,,
busulle,sid,busulle,Noun,,,,be.clever-ABSTR,busul-ne,busul-ne (ABSTR),busulle,T (FEM),
LX000148,sid,buʃa,adjective,,,,,,,,,
LX000149,sid,buʃi,Verb,,,,,,,bushi,,
LX000150,sid,buʃiiʃi,Verb,,,,be.evil-CAUS-,buʃ-iiʃ-,buS-iiS (CAUS)-,bushiishi,CAUS,
LX000151,sid,buʃʃa,Noun,,,,,,,bushsha,K (MASC),
LX000152,sid,buttuʔle,Noun,,,,,,,buttu’le,K (MASC),
butukkisi,sid,butukkisi,Verb,,,,fragment-CAUS-,butuk-sis-,butuk-sis (CAUS)-,butukkisi,,
butuko,sid,butuko,Noun,,,,,,,butuko,K (MASC),
LX000153,sid,butʼane,Noun,,,,be.poor-DER.PL,butʼ-ane,buT-ane (DER.PL),buxane,T (FEM),
LX000154,sid,butʼi,Verb,,,,,,,buxi,,
LX000155,sid,butʼimma,Noun,,,,be.poor-ABSTR,butʼ-imma,buT-imma (ABSTR),buximma,T (FEM),
LX000156,sid,butʼiʧʧo,Noun,,,,be.poor-DER.SGLT,butʼ-iʧʧo,buT-icco (DER.SGLT),buxichcho,K (MASC)/T (FEM),
buuda,sid,buuda,Noun,,,,,,,buuda,K (MASC),
buufa,sid,buufa,Noun,,,,,,,buufa,K (MASC),
LX000157,sid,buukiʧʧo,Noun,,,,ensete.roots-SGLT,buuk-iʧʧo,buuk-icco (SGLT),buukichcho,K (MASC),
buuri,sid,buuri,Verb,,,,,,,buuri,,
buuro,sid,buuro,Noun,,,,,,,buuro,K (MASC),
buusa,sid,buusa,Noun,,,,cough-INF,buus-a,buus-a (INF=N),buusa,T (FEM) ; K (MASC),
LX000158,sid,buuʃo,Noun,,,,,,,buusho,K (MASC),
buute,sid,buute,Noun,,,,,,,buute,T (FEM),
LX000159,sid,buutʼi,Verb,,,,,,,buuxi,,
LX000160,sid,buʔla,Noun,,,,,,,bu’la,K (MASC),
LX000161,sid,buʔla higi,Verb,,,,waasa turn,buʔla hig-,buxla hig ('turn')-,bu’la higi,,
daabbo,sid,daabbo,Noun,,,Amharic dabbo 'bread',,,,daabbo,T (FEM),
daadakko,sid,daadakko,Noun,,,,tree.species-SGLT,daadah-ko,,daadakko,T (FEM),
daadi,sid,daadi,Verb,,,,,,,daadi,,
daafira,sid,daafira,adverbial,,,,reason-OBL-DAT,daaf(o)-i (OBL)-ra,daaf(o)-i (OBL)-ra (DAT),daafira,,
daafo,sid,daafo,Noun,,,,,,,daafo,K (MASC),
LX000162,sid,daafuraanʧo,Noun,,,,become.tired-DER.AG-SGLT,daafur-aan-ʧo,daafur-aan (AGNT)-co (SGLT),daafuraancho,K (MASC),
LX000163,sid,daafuraasinʧo,Noun,,,,become.tired-DER.AG-SGLT,daafur-aasin-ʧo,daafur-aasin (AGNT)-co (SGLT),daafuraasincho,K (MASC),
daafuri,sid,daafuri,Verb,,,,,,,daafuri,,
daafuro,sid,daafuro,Noun,,,,become.tired-DER,daafur-o,daafur-o (DER),daafuro,K (MASC),
daafursi,sid,daafursi,Verb,,,,become.tired-CAUS-,daafur-s-,daafur-s (CAUS)-,daafursi,CAUS,
daafursiisi,sid,daafursiisi,Verb,,,,become.tired-CAUS-,daafur-siis-,daafur-siis (CAUS)-,daafursiisi,CAUS,
daahi,sid,daahi,Verb,,,,,,,daahi,,
daaki,sid,daaki,Verb,,,,,,,daaki,,
LX000164,sid,daakʼi,Verb,,,,,,,daaqi,,
LX000165,sid,daakʼisi,Verb,,,,be.tired-CAUS-,daakʼ-is-,daaK-is (CAUS)-,daaqisi,CAUS,
LX000166,sid,daakʼisiisi,Verb,,,,be.tired-CAUS-,daakʼ-isiis-,daaK-isiis (CAUS)-,daaqisiisi,CAUS,
daallasa,sid,daallasa,Noun,,,,,,,daallasa,K (MASC),
daalle,sid,daalle,Noun,,,,,,,daalle,K (MASC),
daallosa,sid,daallosa,Noun,,,,,,,daallosa,K (MASC),
daamma,sid,daamma,Noun,,,,,,,daamma,K (MASC),
LX000167,sid,daammiʧʧo,Noun,,,,bees-SGLT,daamm(o)-iʧʧo,daamm(o)-icco (SGLT),daammichcho,K (MASC),
daammo,sid,daammo,Noun,,,,,,,daammo,T (FEM),
daammu_mine,sid,daammu mine,Noun,,,,millstone-GEN house,daamm(a)-u mine,daamm(a)-u (GEN) mine,daammu mine,K (MASC),
LX000168,sid,daaniiʧʧo,Noun,,,,elephants-SGLT,daaniib-ʧo,daaniib(o)-co (SGLT),daaniichcho,K (MASC)/T (FEM),
LX000169,sid,daankʼa,Noun,,,,,,,daanqa,K (MASC),
LX000170,sid,daankʼo,Noun,,,,,,,daanqo,T (FEM),
LX000171,sid,daankʼo wori,Verb,,,,deed.of.injustice place,daankʼo wor-,daanKo wor ('place')-,daanqo wori,,
daare,sid,daare,Noun,,,,,,,daare,T (FEM),
daarra,sid,daarra,Noun,,,,,,,daarra,T (FEM),
daase,sid,daase,Noun,,,,,,,daase,K (MASC),
daasse,sid,daasse,proper noun,,,,,,,daasse,T (FEM),
LX000172,sid,daaʃo,Noun,,,,,,,daasho,T (FEM),
LX000173,sid,daaʃʃi,Verb,,,,melt-CAUS-,daad-s-,daad-s (CAUS)-,daashshi,CAUS,
LX000174,sid,daatʼaʔeʧʼʧʼo,Noun,,,,,,,daaxaecco,K (MASC),
LX000175,sid,daaʔati,Verb,,,,,,,daa’’ati,,
LX000176,sid,daaʔe,Noun,,,,,,,daae,T (FEM),
LX000177,sid,daaʔima,Noun,,,,,,,daaima,K (MASC),
LX000178,sid,daaʔimi,Verb,,,,,,,daaimi,,
dabaabano,sid,dabaabano,Noun,,,,,,,dawaawano,T (FEM),
dabaayye,sid,dabaayye,Noun,,,,,,,dawaayye,T (FEM),
LX000179,sid,dabaayyiʧʧo,Noun,,,,horizontal.supporters.in.roof-SGLT,dabaayy(e)-iʧʧo,dabaayy(e)-icco (SGLT),dawaayyichcho,K (MASC),
LX000180,sid,dabaɗɗi,Verb,,,,answer-AB-,dabar-ɗ-,dabar-D (AB)-,dawadhi,AB,
dabare,sid,dabare,Noun,,,,answer-DER,dabar-e,dabar-e (DER),daware,T (FEM),
dabari,sid,dabari,Verb,,,,,,,dawari,,
dabe,sid,dabe,Noun,,,,,,,dawe,T (FEM),
dabi,sid,dabi,Verb,,,,,,,dawi,,
daddabi,sid,daddabi,Verb,,,,,,,daddawi,,
LX000181,sid,daddalaanʧo,Noun,,,,trade-AG-SGLT,daddal-aan-ʧo,daddal-aan (AGNT)-co (SGLT),daddalaancho,K (MASC),
daddalami,sid,daddalami,Verb,,,,trade-PAS,daddal-am,daddal-am (PAS),daddalami,PAS,
daddali,sid,daddali,Verb,,,,,,,daddali,,
daddari,sid,daddari,Verb,,,,split-REDUPL-,dad-dar-,dad-dar (REDUPL)-,daddari,,
LX000182,sid,daddaʔli,Verb,,,,trade-AB-,daddal-ɗ-,daddal-D (AB)-,dadda’li,AB,
dadille,sid,dadille,Noun,,,,grieve-ABSTR,dadill-ne,dadill-ne (ABSTR),dadille,K (MASC),
dadilli,sid,dadilli,Verb,,,,,,,dadilli,,
dadillisi,sid,dadillisi,Verb,,,,grieve-CAUS-,dadill-is-,dadill-is (CAUS)-,dadillisi,CAUS,
dado,sid,dado,Noun,,,,,,,dado,T (FEM),
LX000183,sid,daɗɗame,Noun,,,,be.torn-DER,daɗɗam-e,daDDam-e (DER),dadhame,T (FEM),
LX000184,sid,daɗɗami,Verb,,,,start.to.speak-PAS,daɗɗ-am,daDD-am (PAS),dadhami,PAS,
LX000185,sid,daɗɗi,Verb,,,,dawn-AB-,dar-ɗ-,dar-D (AB)-,dadhi,AB,
daffa,sid,daffa,Noun,,,,grow.up.to.5.30.cm-INF,daff-a,daff-a (INF=N),daffa,K (MASC),
daffi,sid,daffi,Verb,,,,,,,daffi,,
daga,sid,daga,Noun,,,,,,,daga,T (FEM),
dagale,sid,dagale,Noun,,,,,,,dagale,T (FEM),
LX000186,sid,dagalʧo,Noun,,,,horizontal.supporters.in.the.roof-SGLT,dagal(e)-ʧo,dagal(e)-co (SGLT),dagalcho,K (MASC),
daggami,sid,daggami,Verb,,,,,,,daggami,,
LX000187,sid,dagguʧʧo,Noun,,,,tree.species-SGLT,daggub-ʧo,daggub-co (SGLT),dagguchcho,T (FEM),
LX000188,sid,dagunʧo,Noun,,,,leopards-SGLT,dagun-ʧo,dagun-co (SGLT),daguncho,K (MASC),
dai,sid,dai,Verb,,,,,,,dayi,,
LX000189,sid,daí,Verb,,,,,,,dayi,,
dala,sid,dala,Noun,,,,,,,dala,K (MASC),
dalagi,sid,dalagi,Verb,,,,,,,dalagi,,
dalli,sid,dalli,Verb,,,,,,,dalli,,
damatte,sid,damatte,Noun,,,,,,,damatte,T (FEM),
dambala,sid,dambala,Noun,,,,,,,dambala,K (MASC),
dammi,sid,dammi,Verb,,,,,,,dammi,,
damosa,sid,damosa,Noun,,,Amharic dämoz 'salary',,,,damosa,K (MASC),
damuume,sid,damuume,Noun,,,,,,,damuume,K (MASC),
dana,sid,dana,Noun,,,,,,,dana,K (MASC),
LX000190,sid,dananʧo,Noun,,,,,,,danancho,K (MASC),
LX000191,sid,dandíí,Verb,,,,,,,dandi,,
dani,sid,dani,Verb,,,,,,,dani,,
danille,sid,danille,Noun,,,,,,,danille,K (MASC),
LX000192,sid,dankʼa,adjective,,,,,,,danqa,,
LX000193,sid,dankʼiʧʧa,Noun,,,,deaf.and.dumb-DER.SGLT,dankʼ(a)-iʧʧa,danK(a)-icca (DER.SGLT),danqichcha,K (MASC),
LX000194,sid,dankʼiʧʧo,Noun,,,,deaf.and.dumb-DER.SGLT,dankʼ(a)-iʧʧo,danK(a)-icco (DER.SGLT),danqichcho,K (MASC),
danna,sid,danna,Noun,,,,decide-INF,dann-a,dann-a (INF=N),danna,K (MASC) ; K (MASC),
danni,sid,danni,Verb,,,,,,,danni,,
dano,sid,dano,Noun,,,,,,,dano,T (FEM),
dano_wori,sid,dano wori,Verb,,,,danger place,dano wor-,dano wor ('place')-,dano wori,,
LX000195,sid,danoote ʃiino,adverbial,,,,,,,danoote shiino,,
dansamo,sid,dansamo,proper noun,,,,,,,dansamo,K (MASC),
dansi,sid,dansi,Verb,,,,,,,dansi,,
LX000196,sid,danʧa,adjective,,,,,,,dancha,,
LX000197,sid,danʧa gede,adverbial,,,,good like,danʧa gede,danca gede ('likeness'),dancha gede,,
LX000198,sid,danʧille,proper noun,,,,good-ABSTR,danʧ(a)-ille,danc(a)-ille (ABSTR),danchille,T (FEM),
LX000199,sid,danʧumma,Noun,,,,good-ABSTR,danʧ(a)-umma,danc(a)-umma (ABSTR),danchumma,T (FEM),
LX000200,sid,danʧuulle,Noun,,,,good-PL,danʧ(a)-uulle,danc(a)-uulle (PL),danchuulle,T (FEM),
LX000201,sid,daɲɲa,Noun,,,Amharic dañña 'judge',,,,danya,K (MASC),
daraara,sid,daraara,Noun,,,,,,,daraara,K (MASC),
daraari,sid,daraari,Verb,,,,,,,daraari,,
daraaro,sid,daraaro,Noun,,,,,,,daraaro,T (FEM),
darabo,sid,darabo,Noun,,,,,,,darawo,T (FEM),
darama,sid,darama,Noun,,,,flee-INF,daram-a,daram-a (INF=N),darama,T (FEM),
darami,sid,darami,Verb,,,,dawn-PAS-,dar-am-,dar-am (PAS)-,darami,PAS,
LX000202,sid,darankʼi,Verb,,,,,,,daranqi,,
darate,sid,darate,Noun,,,,,,,darate,K (MASC),
darbata,sid,darbata,Noun,,,,,,,darbata,K (MASC),
darga,sid,darga,Noun,,,,,,,darga,K (MASC),
darganni,sid,darganni,adverbial,,,,place-ABL,darga-nni,darga-nni (ABL),darganni,,
dari,sid,dari,Verb,,,,,,,dari,,
LX000203,sid,dariʃʃi,Verb,,,,,,,darishshi,,
LX000204,sid,dariʧʧo,Noun,,,,leaves-SGLT,dar(o)-iʧʧo,dar(o)-icco (SGLT),darichcho,K (MASC),
daro,sid,daro,Noun,,,,,,,daro,T (FEM),
darsiis,sid,darsiis,Verb,,,,dawn-CAUS-,dar-siis-,dar-siis (CAUS)-,darsiis,CAUS,
darta,sid,darta,Noun,,,,,,,darta,T (FEM),
darto,sid,darto,Noun,,,,,,,darto,K (MASC),
LX000205,sid,darʧo,Noun,,,,leaves-SGLT,dar(o)-ʧo,dar(o)-co (SGLT),darcho,K (MASC),
dassi,sid,dassi,Verb,,,,,,,dassi,,
LX000206,sid,dassiɗi,Verb,,,,scrape-AB-,dass-iɗ-,dass-iD (AB)-,dassi’ri,AB,
LX000207,sid,daʃe,Noun,,,,,,,dashe,T (FEM),
LX000208,sid,daʔmolla,Noun,,,,worms-PL,daʔmol-la,daxmol-la (PL),da’molla,T (FEM),
LX000210,sid,debeeʔli,Verb,,,,,,,dewee’li,,
LX000211,sid,debeeʔlo,Noun,,,,belch-DER,debeeʔl-o,debeexl-o (DER),dewee’lo,T (FEM),
dee,sid,dee,Noun,,,,,,,dee,T (FEM),
deela,sid,deela,Noun,,,,,,,deela,K (MASC),
LX000212,sid,deeʔiʃi,Verb,,,,defecate-CAUS,deeʔ-is-,deex-is (CAUS)-,deeishi,CAUS,
LX000213,sid,deeʔni,interjection,,,,,,,dee’ni,,
dei,sid,dei,Verb,,,,,,,deyi,,
LX000214,sid,deʔami,Verb,,,,forget-PAS,deʔ-am,dex-am (PAS),deami,PAS,
LX000215,sid,deʔi,Verb,,,,,,,de’i,,
LX000216,sid,di=,prefix,,,,,,,di=,NEG,
dibami,sid,dibami,Verb,,,,cover-PAS-,dib-am-,dib-am (PAS)-,dibami,PAS,
dibbe,sid,dibbe,Noun,,,,,,,dibbe,T (FEM),
dibi,sid,dibi,Verb,,,,,,,diwi,,
diggi_yi,sid,diggi yi,Verb,,,,IDEO say,diggi y-,,diggi yi,COMP,
LX000217,sid,diggi ʔassi,Verb,,,,IDEO do,diggi ʔass-,,diggi assi,COMP,
diida,sid,diida,Noun,,,,,,,diida,K (MASC),
diigi,sid,diigi,Verb,,,,,,,diigi,,
diigo,sid,diigo,Noun,,,,,,,diigo,K (MASC),
diilallo,sid,diilallo,Noun,,,,,,,diilallo,T (FEM),
diime,sid,diime,Noun,,,,,,,diime,T (FEM),
diina,sid,diina,Noun,,,,,,,diina,K (MASC),
diinaggaabi,sid,diinaggaabi,Verb,,,,admire-INTR-,diinagg(e)-aab-,diinagg(e)-aab (INTR)-,diinaggaawi,,
diinagge,sid,diinagge,Noun,,,,,,,diinagge,T (FEM),
diinooma,sid,diinooma,Noun,,,,enemy-ABSTR,diin(a)-ooma,diin(a)-ooma (ABSTR),diinooma,K (MASC),
diisa,sid,diisa,adjective,,,,,,,diisa,,
LX000218,sid,diiʃʃo,Noun,,,,bees-SGLT,diid(a)-ʃo,diid(a)-So (SGLT),diishsho,T (FEM),
LX000219,sid,dikkiɗi,Verb,,,,market-DER.AB-,dikk(o)-iɗ-,dikk(o)-iD (DER.AB)-,dikki’ri,AB,
dikko,sid,dikko,Noun,,,,,,,dikko,T (FEM) ; T (FEM),
dilla,sid,dilla,Noun,,,,,,,dilla,K (MASC),
dimbi,sid,dimbi,Verb,,,,,,,dimbi,,
LX000220,sid,dinikʼi,Verb,,,Amharic dännäk'ä 'be amazed',,,,diniqi,,
LX000221,sid,dinniʧʧa,Noun,,,Amharic dïnnïcc 'potato',,,,dinnichcha,K (MASC),
LX000222,sid,diɲɲe,Noun,,,,,,,dinye,T (FEM),
LX000223,sid,diɲɲi,Verb,,,,,,,dinyi,,
dirami,sid,dirami,Verb,,,,align-PAS-,dir-am-,dir-am (PAS)-,dirami,PAS,
diri,sid,diri,Verb,,,,,,,diri,,
diriiri,sid,diriiri,Verb,,,,,,,diriiri,,
dirima,sid,dirima,Noun,,,,,,,dirima,K (MASC),
diro,sid,diro,Noun,,,,,,,diro,K (MASC),
dirri,sid,dirri,Verb,,,,,,,dirri,,
LX000224,sid,dirriɗi,Verb,,,,descend-AB-,dirr-iɗ-,dirr-iD (AB)-,dirri’ri,AB,
dirrisi,sid,dirrisi,Verb,,,,descend-CAUS-,dirr-is-,dirr-is (CAUS)-,dirrisi,CAUS,
LX000225,sid,diʔaffini,Verb,,,,NEG=see-PFV.2PL,di=ʔaf-tini,di (NEG)=xaf-tini (PFV.2PL),diaffini,,
dobbe,sid,dobbe,proper noun,,,,,,,dobbe,K (MASC),
LX000226,sid,dodanʃo,Noun,,,,run-PAS-DER.SGLT-,dod-am-ʃo-,dod-am (PAS)-So (DER.SGLT)-,dodansho,T (FEM),
doddoli,sid,doddoli,Verb,,,,hew-REDUPL-,dol-dol-,dol-dol (REDUPL)-,doddoli,,
dodi,sid,dodi,Verb,,,,,,,dodi,,
doe,sid,doe,Noun,,,,encircle-DER,do-e,do-e (DER),doye,T (FEM),
doga,sid,doga,Noun,,,,,,,doga,T (FEM),
dogami,sid,dogami,Verb,,,,cheat-PAS-,dog-am-,dog-am (PAS)-,dogami,PAS,
dogi,sid,dogi,Verb,,,,,,,dogi,,
dogisiisi,sid,dogisiisi,Verb,,,,cheat-CAUS-,dog-isiis-,dog-isiis (CAUS)-,dogisiisi,CAUS,
dogorri,sid,dogorri,Verb,,,,,,,dogorri,,
LX000227,sid,dogorriɗi,Verb,,,,cut.to.a.mans.height-AB-,dogorr-iɗ-,dogorr-iD (AB)-,dogorri’ri,AB,
doi,sid,doi,Verb,,,,,,,doyi,,
doissi,sid,doissi,Verb,,,,encircle-CAUS-,do-iss-,do-iss (CAUS)-,doyissi,CAUS,
LX000228,sid,doissiɗi,Verb,,,,surround-AB-,doiss-iɗ-,doiss-iD (AB)-,doyissi’ri,AB,
LX000229,sid,doiʧʧo,Noun,,,,encircle-DER.SGLT,do-iʧʧo,do-icco (DER.SGLT),doyichcho,K (MASC),
doli,sid,doli,Verb,,,,,,,doli,,
dolo,sid,dolo,Noun,,,,hew-DER,dol-o,dol-o (DER),dolo,K (MASC),
LX000230,sid,doobbiʧʧo,Noun,,,,lions-SGLT,doobbib-ʧo,doobbib-co (SGLT),doobbichcho,K (MASC),
doobire,sid,doobire,Noun,,,,,,,doowire,K (MASC),
doodi,sid,doodi,Verb,,,,,,,doodi,,
LX000231,sid,dooɗɗi,Verb,,,,elect-AB-,door-ɗ-,door-D (AB)-,doodhi,AB,
doogaasine,sid,doogaasine,Noun,,,,road-AG-PL,doog(o)-aasin-e,doog(o)-aasin (AGNT)-e (PL),doogaasine,T (FEM),
LX000232,sid,doogaasinʧo,Noun,,,,road-AG-SGLT,doog(o)-aasin-ʧo,doog(o)-aasin (AGNT)-co (SGLT),doogaasincho,K (MASC),
doogo,sid,doogo,Noun,,,,,,,doogo,T (FEM),
doorami,sid,doorami,Verb,,,,elect-PAS-,door-am-,door-am (PAS)-,doorami,PAS,
doori,sid,doori,Verb,,,,,,,doori,,
dubbo,sid,dubbo,Noun,,,,,,,,,
dudda,sid,dudda,Noun,,,,,,,dudda,K (MASC),
LX000234,sid,dudubaanʧo,Noun,,,,tell.news-AG-SGLT,dudub-aan-ʧo-,dudub-aan (AGNT)-co (SGLT)-,duduwaancho,K (MASC),
dudubami,sid,dudubami,Verb,,,,tell.news-PAS-,dudub-am-,dudub-am (PAS)-,duduwami,PAS,
dudubi,sid,dudubi,Verb,,,,,,,duduwi,,
dudubo,sid,dudubo,Noun,,,,tell.news-DER,dudub-o,dudub-o (DER),duduwo,K (MASC),
LX000235,sid,duɗiʃi,Verb,,,,fry-CAUS-,duɗ-is-,duD-is (CAUS)-,du’rishi,CAUS,
dugaalleessa,sid,dugaalleessa,Noun,,,,cheat-DER,dugall-eessa,dugaall-eessa (DER),dugaalleessa,K (MASC),
LX000236,sid,dugaanʧo,Noun,,,,ambush-AG-SGLT,dug-aan-ʧo,dug-aan (AGNT)-co (SGLT),dugaancho,K (MASC),
LX000237,sid,dugaasinʧo,Noun,,,,ambush-AG-SGLT,dug-aasin-ʧo,dug-aasin (AGNT)-co (SGLT),dugaasincho,K (MASC),
dugi,sid,dugi,Verb,,,,,,,dugi,,
dugunuuni,sid,dugunuuni,Verb,,,,,,,dugunuuni,,
dugunuunsi,sid,dugunuunsi,Verb,,,,bow.down-CAUS-,dugunuun-s-,dugunuun-s (CAUS)-,dugunuunsi,CAUS,
duha,sid,duha,Noun,,,,carry-INF,duh-a,duh-a (INF=N),duha,K (MASC),
duhaana,sid,duhaana,Noun,,,,,,,duhaana,K (MASC),
LX000238,sid,duhaanʧo,Noun,,,,carry-AG-SGLT,duh-aan-ʧo,duh-aan (AGNT)-co (SGLT),duhaancho,K (MASC),
duhisiisi,sid,duhisiisi,Verb,,,,carry-CAUS-,duh-isiis-,duh-isiis (CAUS)-,duhisiisi,CAUS,
duki,sid,duki,Verb,,,,,,,duki,,
dukkana,sid,dukkana,Noun,,,Amharic dïnkwan 'tent',,,,dukkana,K (MASC),
dukke,sid,dukke,Noun,,,,,,,dukke,T (FEM),
dukki,sid,dukki,Verb,,,,,,,dukki,,
dukkisi,sid,dukkisi,Verb,,,,build.the.wall.between.bedroom.and.living.room-CAUS-,dukk-is-,dukk-is (CAUS)-,dukkisi,CAUS,
dukko,sid,dukko,Noun,,,,,,,dukko,T (FEM),
dukukka,sid,dukukka,Noun,,,,rot.and.smell.badly-DER,dukukk-a,dukukk-a (DER),dukukka,K (MASC),
dukukki,sid,dukukki,Verb,,,,,,,dukukki,,
LX000239,sid,dukʼkʼa,Noun,,,,carry-INF,dukʼkʼ-a,duKK-a (INF=N),duqqa,T (FEM),
LX000240,sid,dukʼkʼannohu,adverbial,,,,carry-IMPF.3K-NR.K.NOM,dukʼkʼ-anno-hu,duKK-anno (IMPF.3K)-hu (NR.K.NOM),duqqannohu,,
LX000241,sid,dukʼkʼi,Verb,,,,carry-AB-,duh-ɗ-,duh-D (AB)-,duqqi,AB ; AB,
duli,sid,duli,Verb,,,,,,,duli,,
duni,sid,duni,Verb,,,,,,,duni,,
dunka,sid,dunka,Noun,,,,,,,dunka,K (MASC),
dureessa,sid,dureessa,Noun,,,,be.rich-DER,dur-eessa,dur-eessa (DER),dureessa,K (MASC),
LX000242,sid,dureeʔmi,Verb,,,,,,,duree’mi,,
durimma,sid,durimma,Noun,,,,be.rich-ABSTR,dur-imma,dur-imma (ABSTR),durimma,T (FEM),
LX000243,sid,durooʔmi,Verb,,,,be.rich-INTR-AB-,dur-oom-ɗ-,dur-oom (INTR)-D (AB)-,duroo’mi,,
durriisa,sid,durriisa,Noun,,,,,,,durriisa,K (MASC),
durumma,sid,durumma,Noun,,,,be.rich-ABSTR,dur-umma,dur-umma (ABSTR),durumma,T (FEM),
dussa,sid,dussa,Noun,,,,,,,dussa,T (FEM),
LX000244,sid,dussiʧʧo,Noun,,,,kind.person-SGLT,duss(o)-iʧʧo,duss(o)-icco (SGLT),dussichcho,K (MASC),
dusso_1,sid,dusso,adjective,,,,,,,dusso,,
dusso_2,sid,dusso,Noun,,,,,,,dusso,K (MASC),
dusso_manna,sid,dusso manna,Noun,,,,ordinary people,dusso manna,dusso manna,dusso manna,K (MASC),
duti,sid,duti,Verb,,,,,,,duti,,
LX000245,sid,duʧʧiʃaanʧo,Noun,,,,accuse.before.court-DER.AG-SGLT,duʧʧiʃ-aan-ʧo,ducciS-aan (AGNT)-co (SGLT),duchchishaanco,K (MASC),
LX000246,sid,duʧʧiʃami,Verb,,,,accuse-CAUS-PAS-,duʧʧ-is-am-,ducc-is (CAUS)-am (PAS)-,duchchishami,PAS,
LX000247,sid,duʧʧiʃi,Verb,,,,accuse-CAUS-,duʧʧ-is-,ducc-is (CAUS)-,duchchishi,CAUS,
LX000248,sid,duʧʧo,Noun,,,,,,,duchcho,K (MASC),
dutto,sid,dutto,Noun,,,,bark-DER,dut-to,dut-to (DER),dutto,T (FEM),
duuba,sid,duuba,Noun,,,,,,,duuwa,K (MASC),
duubaleessa,sid,duubaleessa,Noun,,,,be.satisfied-DER,duub-aleessa,duub-aleessa (DER),duuwaleessa,K (MASC),
LX000249,sid,duubanʧo,Noun,,,,be.satisfied-AG-SGLT,duub-an-ʧo,duub-an (AGNT)-co (SGLT),duuwancho,T (FEM),
duubi,sid,duubi,Verb,,,,,,,duubi,,
LX000250,sid,duugaanʧo,Noun,,,,tan-AG-SGLT,duug-aan-ʧo,duug-aan (AGNT)-co (SGLT),duugaancho,K (MASC),
duugi,sid,duugi,Verb,,,,,,,duugi,,
duukk,sid,duukk,adverbial,,,,,,,,,
duukkamo,sid,duukkamo,proper noun,,,,,,,duukkamo,K (MASC),
duumbanni,sid,duumbanni,adverbial,,,,behind-ABL,duumba-nni,duumba-nni (ABL),duumbanni,,
duume,sid,duume,adjective,,duummaadda,,,,,duume,,
duummaadda,sid,duummaadda,Noun,,duume,,red-PL-PL,duum(e)-ma-adda,duum(e)-ma (PL)-adda (PL),duummaadda,T (FEM),
duunami,sid,duunami,Verb,,,,gather-PAS,duun-am,duun-am (PAS),duunami,PAS,
duuni,sid,duuni,Verb,,,,,,,duuni,,
LX000251,sid,duuʃʃi,Verb,,,,be.satisfied-CAUS,duub-s,duub-s (CAUS),duushshi,CAUS,
LX000252,sid,duuʧʧa,adjective,,,,,,,duchcha,,
LX000253,sid,duuʧʧunku,adjective,,,,all-NOM-NR.NOM,duuʧʧ(a)-u-hu,duucc(a)-u (NOM)-hu (NR.NOM),duuchchunku,,
LX000254,sid,duuʔmo,Noun,,,,,,,duu’mo,T (FEM),
LX000255,sid,duuʔni,Verb,,,,gather-AB-,duun-ɗ-,duun-D (AB)-,duu’ni,AB,
LX000256,sid,duʔma,adjective,,,,,,,du’ma,,
LX000257,sid,duʔnami,Verb,,,,pour.out-AB-PAS,dun-ɗ-am,dun-D (AB)-am (PAS),du’nami,PAS,
LX000258,sid,duʔni,Verb,,,,pour.out-AB-,dun-ɗ-,dun-D (AB)-,du’ni,AB,
LX000259,sid,ʤaabi,Verb,,,,,,,jaawi,,
LX000260,sid,ʤaala,Noun,,,,,,,jaala,K (MASC)/T (FEM),
LX000261,sid,ʤaalooma,Noun,,,,friend-DER-INF,ʤaal-oom-a,jaal-oom (DER)-a (INF=N),jaalooma,T (FEM) ; K (MASC),
LX000262,sid,ʤaaloomi,Verb,,,,friend-DER-,ʤaal-oom-,jaal-oom (DER)-,jaaloomi,,
LX000263,sid,ʤaba,adjective,,,,,,,jawa,,
LX000264,sid,ʤabaante,Noun,,,,big-DER-ABSTR-,ʤab(a)-aat-ne-,jab(a)-aat (DER)-ne (ABSTR)-,jawaante,T (FEM),
LX000265,sid,ʤabaata,adjective,,,,,,,jawaata,,
LX000266,sid,ʤabaati,Verb,,,,big-DER-,ʤab(a)-aat-,jab(a)-aat (DER)-,jawaati,,
LX000267,sid,ʤabaaʧʧiʃi,Verb,,,,big-DER-CAUS-,ʤab(a)-aat-siis-,jab(a)-aat (DER)-siis (CAUS)-,jawaachchishi,CAUS,
LX000268,sid,ʤabana,Noun,,,,,,,jawana,K (MASC),
LX000269,sid,ʤaʤʤa,Noun,,,,,,,jajja,K (MASC),
LX000270,sid,ʤaʤʤabba,Noun,,,,strong-REDUPL-PL,ʤab-ʤab-ba-,jab (REDUPL)-jab-ba (PL),jajjabba,K (MASC),
LX000271,sid,ʤaʤʤari,Verb,,,,,,,jajjari,,
LX000272,sid,ʤagaʔlami,Verb,,,,be.at.a.loss-PAS-,ʤagaʔl-am-,jagaxl-am (PAS)-,jaga’lami,PAS,
LX000273,sid,ʤalli yi,Verb,,,,IDEO say,ʤalli y-,,jalli yi,COMP ; COMP,
